"","processo","digital","situacao","cd_processo","v1","area","assunto","classe","distribuicao","orgao_julgador","origem","outros_numeros","processo_principal","recurso","relator","revisor","secao","ultima_carga","valor_da_acao","volume_apenso"
"5441","22697622720198260000",TRUE,"Arquivado administrativamente","RI005NMZH0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 2ª Câmara de Direito Privado
","Comarca de Registro / Foro de Registro / 3ª Vara","
                            
                            
                                    001379/2019
                            
                        ",NA,NA,"JOSÉ JOAQUIM DOS SANTOS",NA," Direito Privado 1
",NA,"133.600,00","1 / 0"
"5442","22699311420198260000",TRUE,"Arquivado administrativamente","RI005NND50000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 4ª Vara Cível","
                            
                            
                                    893/2019
                            
                        ",NA,NA,"MARIA DE LOURDES LOPEZ GIL",NA," Direito Privado 1
",NA,"316.400,00","1 / 0"
"5443","22700292820218260000",TRUE,"Arquivado administrativamente","RI006O6350000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 4ª Câmara de Direito Privado
","Comarca de Itatiba / Foro de Itatiba / 1ª Vara Cível","
                            
                            
                                    0023/2021
                            
                        ",NA,NA,"ALCIDES LEOPOLDO",NA," Direito Privado 1
",NA,"62.440,00","1 / 0"
"5444","22703621420208260000",TRUE,"Arquivado administrativamente","RI0065DW10000",NA,"Cível","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO - Responsabilidade da Administração"," Agravo de Instrumento
",NA," 4ª Câmara de Direito Público
","Comarca de Itapecerica da Serra / Foro de Itapecerica da Serra / 2ª Vara","
                            
                            
                                    2380/2019
                            
                        ",NA,NA,"RICARDO FEITOSA",NA," Direito Público
",NA,"500.000,00","1 / 0"
"5445","22703950420208260000",TRUE,"Arquivado administrativamente","RI0065DZA0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de Campos do Jordão / Foro de Campos do Jordão / 1ª Vara","
                            
                            
                                    1111/2020
                            
                        ",NA,NA,"MIGUEL BRANDI",NA," Direito Privado 1
",NA,"100.000,00","1 / 0"
"5446","22706508820228260000",TRUE,"Julgado","RI0077GTG0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de Cosmópolis / Foro de Cosmópolis / 1ª Vara Judicial",NA,NA,NA,"PASTORELO KFOURI",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5447","22707178720218260000",TRUE,"Arquivado administrativamente","RI006O7GT0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 3ª Câmara de Direito Privado
","Comarca de Ribeirão Preto / Foro de Ribeirão Preto / 1ª Vara Cível","
                            
                            
                                    1529/2020
                            
                        ",NA,NA,"CARLOS ALBERTO DE SALLES",NA," Direito Privado 1
",NA,"100.000,00","1 / 0"
"5448","22710897020208260000",TRUE,"Arquivado administrativamente","RI0065FC70000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 4ª Câmara de Direito Privado
","Comarca de Sorocaba / Foro de Sorocaba / 5ª. Vara Cível","
                            
                            
                                    330/2017
                            
                        ",NA,NA,"NATAN ZELINSCHI DE ARRUDA",NA," Direito Privado 1
",NA,"88.607,36","1 / 0"
"5449","22714987520228260000",TRUE,"Arquivado administrativamente","RI0077ITY0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 5ª Câmara de Direito Privado
","Comarca de Jales / Foro de Jales / 3ª Vara Cível",NA,NA,NA,"JAMES SIANO",NA," Direito Privado 1
",NA,"34.837,00","1 / 0"
"5450","22715097520208260000",TRUE,"Arquivado administrativamente","RI0065G8K0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 10ª Câmara de Direito Privado
","Comarca de Diadema / Foro de Diadema / 3ª Vara Cível","
                            
                            
                                    125/2018
                            
                        ",NA,NA,"J.B. PAULA LIMA",NA," Direito Privado 1
",NA,"8.350,27","1 / 0"
"5451","22716347720198260000",TRUE,"Arquivado administrativamente","RI005NRSQ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 6ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Itaquera / 4ª Vara Cível","
                            
                            
                                    1397/2019
                            
                        ",NA,NA,"COSTA NETTO",NA," Direito Privado 1
",NA,"99.800,00","1 / 0"
"5452","22717089720208260000",TRUE,"Arquivado administrativamente","RI0065GRC0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 1ª Câmara de Direito Privado
","Comarca de São Bernardo do Campo / Foro de São Bernardo do Campo / 7ª Vara Cível","
                            
                            
                                    000062/2020
                            
                        ",NA,NA,"FRANCISCO LOUREIRO",NA," Direito Privado 1
",NA,"120.000,00","1 / 0"
"5453","22718832320228260000",TRUE,"Arquivado administrativamente","RI0077JLR0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de Mogi das Cruzes / Foro de Mogi das Cruzes / 2ª Vara Cível",NA,NA,NA,"ADEMIR MODESTO DE SOUZA",NA," Direito Privado 1
",NA,"78.288,00","1 / 0"
"5454","22721879020208260000",FALSE,NA,"RI0065HPB0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5455","22721879020208260000",FALSE,NA,"RI0065HPB0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5456","22723821220198260000",TRUE,"Arquivado administrativamente","RI005NTDD0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de São José dos Campos / Foro de São José dos Campos / 3ª Vara Cível","
                            
                            
                                    887/2019
                            
                        ",NA,NA,"MARY GRÜN",NA," Direito Privado 1
",NA,"100.000,00","1 / 0"
"5457","22723890420198260000",FALSE,NA,"RI005NTDH0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5458","22723890420198260000",FALSE,NA,"RI005NTDH0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5459","22724921120198260000",TRUE,"Arquivado administrativamente","RI005NTNL0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santo Amaro / 7ª Vara Cível","
                            
                            
                                    1678/2014
                            
                        ",NA,NA,"LUIS MARIO GALBETTI",NA," Direito Privado 1
",NA,"75.000,00","1 / 0"
"5460","22726292220218260000",TRUE,"Arquivado administrativamente","RI006OBQE0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 10ª Vara Cível","
                            
                            
                                    1814/2015
                            
                        ",NA,NA,"JOSÉ CARLOS FERREIRA ALVES",NA," Direito Privado 1
",NA,"1.418.400,00","1 / 0"
"5461","22728677520208260000",TRUE,"Arquivado administrativamente","RI0065J7W0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 9ª Câmara de Direito Privado
","Comarca de Jundiaí / Foro de Jundiaí / 2ª. Vara Cível","
                            
                            
                                    1514/2016
                            
                        ",NA,NA,"EDSON LUIZ DE QUEIROZ",NA," Direito Privado 1
",NA,NA,"1 / 0"
"5462","22729944720198260000",TRUE,"Arquivado administrativamente","RI005NVE80000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 4ª Câmara de Direito Privado
","Comarca de Santo André / Foro de Santo André / 6ª. Vara Cível","
                            
                            
                                    320/2003
                            
                        ",NA,NA,"MARCIA DALLA DÉA BARONE",NA," Direito Privado 1
",NA,NA,"1 / 0"
"5463","22730013920198260000",TRUE,"Arquivado administrativamente","RI005NVGD0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 6ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional da Penha de França / 3ª Vara Cível","
                            
                            
                                    001527/2019
                            
                        ",NA,NA,"RODOLFO PELLIZARI",NA," Direito Privado 1
",NA,"100.000,00","1 / 0"
"5464","22731295920198260000",FALSE,NA,"RI005NVPR0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5465","22731295920198260000",FALSE,NA,"RI005NVPR0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5466","22731668620198260000",TRUE,"Arquivado administrativamente","RI005NVR10000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 2ª Câmara de Direito Privado
","Comarca de Mauá / Foro de Mauá / 5ª V.CÍVEL","
                            
                            
                                    784/2019
                            
                        ",NA,NA,"JOSÉ CARLOS FERREIRA ALVES",NA," Direito Privado 1
",NA,"199.600,00","1 / 0"
"5467","22732054920208260000",TRUE,"Arquivado administrativamente","RI0065K000000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 2ª Câmara de Direito Privado
","Comarca de Ubatuba / Foro de Ubatuba / 1ª Vara","
                            
                            
                                    101/2018
                            
                        ",NA,NA,"JOSÉ JOAQUIM DOS SANTOS",NA," Direito Privado 1
",NA,NA,"1 / 0"
"5468","22737358720198260000",TRUE,"Arquivado administrativamente","RI005NWRO0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de Santo André / Foro de Santo André / 7ª. Vara Cível","
                            
                            
                                    001366/2019
                            
                        ",NA,NA,"MARY GRÜN",NA," Direito Privado 1
",NA,"517.466,26","1 / 0"
"5469","22738890820198260000",TRUE,"Arquivado administrativamente","RI005NXDA0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 6ª Câmara de Direito Privado
","Comarca de Praia Grande / Foro de Praia Grande / 1ª Vara Cível","
                            
                            
                                    003213/2018
                            
                        ",NA,NA,"RODOLFO PELLIZARI",NA," Direito Privado 1
",NA,"58.000,00","1 / 0"
